ITEM_NAME_000;Potion
ITEM_NAME_065_LC09;NOT USED
ITEM_NAME_066;Girl’s Diary, Entry 1
ITEM_NAME_066_LC01;Girl’s Diary, Entry 1
ITEM_NAME_066_LC02;NOT USED
ITEM_NAME_066_LC03;3221225472
ITEM_NAME_066_LC04;3221225472
ITEM_NAME_066_LC05;Girl’s Diary, Entry 1
ITEM_NAME_066_LC06;NOT USED
ITEM_NAME_066_LC07;NOT USED
ITEM_NAME_066_LC08;NOT USED
ITEM_NAME_066_LC09;NOT USED
ITEM_NAME_067;Girl’s Diary, Entry 2
ITEM_NAME_067_LC01;Girl’s Diary, Entry 2
ITEM_NAME_067_LC02;NOT USED
ITEM_NAME_067_LC03;3221225472
ITEM_NAME_067_LC04;3221225472
ITEM_NAME_067_LC05;Girl’s Diary, Entry 2
ITEM_NAME_067_LC06;NOT USED
ITEM_NAME_067_LC07;NOT USED
ITEM_NAME_067_LC08;NOT USED
ITEM_NAME_067_LC09;NOT USED
ITEM_NAME_068;Girl’s Diary, Entry 3
ITEM_NAME_068_LC01;Girl’s Diary, Entry 3
ITEM_NAME_068_LC02;NOT USED
ITEM_NAME_068_LC03;3221225472
ITEM_NAME_068_LC04;3221225472
ITEM_NAME_068_LC05;Girl’s Diary, Entry 3
ITEM_NAME_068_LC06;NOT USED
ITEM_NAME_068_LC07;NOT USED
ITEM_NAME_068_LC08;NOT USED
ITEM_NAME_068_LC09;NOT USED
ITEM_NAME_069;Girl’s Diary, Entry 4
ITEM_NAME_069_LC01;Girl’s Diary, Entry 4
ITEM_NAME_069_LC02;NOT USED
ITEM_NAME_069_LC03;3221225472
ITEM_NAME_069_LC04;3221225472
ITEM_NAME_069_LC05;Girl’s Diary, Entry 4
ITEM_NAME_069_LC06;NOT USED
ITEM_NAME_069_LC07;NOT USED
ITEM_NAME_069_LC08;NOT USED
ITEM_NAME_069_LC09;NOT USED
ITEM_NAME_070;Girl’s Diary, Entry 5
ITEM_NAME_070_LC01;Girl’s Diary, Entry 5
ITEM_NAME_070_LC02;NOT USED
ITEM_NAME_070_LC03;3221225472
ITEM_NAME_070_LC04;3221225472
ITEM_NAME_070_LC05;Girl’s Diary, Entry 5
ITEM_NAME_070_LC06;NOT USED
ITEM_NAME_070_LC07;NOT USED
ITEM_NAME_070_LC08;NOT USED
ITEM_NAME_070_LC09;NOT USED
ITEM_NAME_071;Girl’s Diary, Entry 6
ITEM_NAME_071_LC01;Girl’s Diary, Entry 6
ITEM_NAME_071_LC02;NOT USED
ITEM_NAME_071_LC03;3221225472
ITEM_NAME_071_LC04;3221225472
ITEM_NAME_071_LC05;Girl’s Diary, Entry 6
ITEM_NAME_071_LC06;NOT USED
ITEM_NAME_071_LC07;NOT USED
ITEM_NAME_071_LC08;NOT USED
ITEM_NAME_071_LC09;NOT USED
ITEM_NAME_072;Girl’s Diary, Entry 7
ITEM_NAME_072_LC01;Girl’s Diary, Entry 7
ITEM_NAME_072_LC02;NOT USED
ITEM_NAME_072_LC03;3221225472
ITEM_NAME_072_LC04;3221225472
ITEM_NAME_072_LC05;Girl’s Diary, Entry 7
ITEM_NAME_072_LC06;NOT USED
ITEM_NAME_072_LC07;NOT USED
ITEM_NAME_072_LC08;NOT USED
ITEM_NAME_072_LC09;NOT USED
ITEM_NAME_073;Girl’s Diary, Entry 8
ITEM_NAME_073_LC01;Girl’s Diary, Entry 8
ITEM_NAME_073_LC02;NOT USED
ITEM_NAME_073_LC03;3221225472
ITEM_NAME_073_LC04;3221225472
ITEM_NAME_073_LC05;Girl’s Diary, Entry 8
ITEM_NAME_073_LC06;NOT USED
ITEM_NAME_073_LC07;NOT USED
ITEM_NAME_073_LC08;NOT USED
ITEM_NAME_073_LC09;NOT USED
ITEM_NAME_074;Girl’s Diary, Entry 9
ITEM_NAME_074_LC01;Girl’s Diary, Entry 9
ITEM_NAME_074_LC02;NOT USED
ITEM_NAME_074_LC03;3221225472
ITEM_NAME_074_LC04;3221225472
ITEM_NAME_074_LC05;Girl’s Diary, Entry 9
ITEM_NAME_074_LC06;NOT USED
ITEM_NAME_074_LC07;NOT USED
ITEM_NAME_074_LC08;NOT USED
ITEM_NAME_074_LC09;NOT USED
ITEM_NAME_075;Girl’s Diary, Entry 10
ITEM_NAME_075_LC01;Girl’s Diary, Entry 10
ITEM_NAME_075_LC02;NOT USED
ITEM_NAME_075_LC03;3221225472
ITEM_NAME_075_LC04;3221225472
ITEM_NAME_075_LC05;Girl’s Diary, Entry 10
ITEM_NAME_075_LC06;NOT USED
ITEM_NAME_075_LC07;NOT USED
ITEM_NAME_075_LC08;NOT USED
ITEM_NAME_075_LC09;NOT USED
ITEM_NAME_076;Girl’s Diary, Entry 11
ITEM_NAME_076_LC01;Girl’s Diary, Entry 11
ITEM_NAME_076_LC02;NOT USED
ITEM_NAME_076_LC03;3221225472
ITEM_NAME_076_LC04;3221225472
ITEM_NAME_076_LC05;Girl’s Diary, Entry 11
ITEM_NAME_076_LC06;NOT USED
ITEM_NAME_076_LC07;NOT USED
ITEM_NAME_076_LC08;NOT USED
ITEM_NAME_076_LC09;NOT USED
ITEM_NAME_077;Girl’s Diary, Entry 12
ITEM_NAME_077_LC01;Girl’s Diary, Entry 12
ITEM_NAME_077_LC02;NOT USED
ITEM_NAME_077_LC03;3221225472
ITEM_NAME_077_LC04;3221225472
ITEM_NAME_077_LC05;Girl’s Diary, Entry 12
ITEM_NAME_077_LC06;NOT USED
ITEM_NAME_077_LC07;NOT USED
ITEM_NAME_077_LC08;NOT USED
ITEM_NAME_077_LC09;NOT USED
ITEM_NAME_078;Girl’s Diary, Entry 13
ITEM_NAME_078_LC01;Girl’s Diary, Entry 13
ITEM_NAME_078_LC02;NOT USED
ITEM_NAME_078_LC03;3221225472
ITEM_NAME_078_LC04;3221225472
ITEM_NAME_078_LC05;Girl’s Diary, Entry 13
ITEM_NAME_078_LC06;NOT USED
ITEM_NAME_078_LC07;NOT USED
ITEM_NAME_078_LC08;NOT USED
ITEM_NAME_078_LC09;NOT USED
ITEM_NAME_079;Girl’s Diary, Entry 14
ITEM_NAME_079_LC01;Girl’s Diary, Entry 14
ITEM_NAME_079_LC02;NOT USED
ITEM_NAME_079_LC03;3221225472
ITEM_NAME_079_LC04;3221225472
ITEM_NAME_079_LC05;Girl’s Diary, Entry 14
ITEM_NAME_079_LC06;NOT USED
ITEM_NAME_079_LC07;NOT USED
ITEM_NAME_079_LC08;NOT USED
ITEM_NAME_079_LC09;NOT USED
ITEM_NAME_080;Girl’s Diary, Entry 15
ITEM_NAME_080_LC01;Girl’s Diary, Entry 15
ITEM_NAME_080_LC02;NOT USED
ITEM_NAME_080_LC03;3221225472
ITEM_NAME_080_LC04;3221225472
ITEM_NAME_080_LC05;Girl’s Diary, Entry 15
ITEM_NAME_080_LC06;NOT USED
ITEM_NAME_080_LC07;NOT USED
ITEM_NAME_080_LC08;NOT USED
ITEM_NAME_080_LC09;NOT USED
ITEM_NAME_081;Herald Report, Excerpt 1
ITEM_NAME_081_LC01;Herald Report, Excerpt 1
ITEM_NAME_081_LC02;NOT USED
ITEM_NAME_081_LC03;3221225472
ITEM_NAME_081_LC04;3221225472
ITEM_NAME_081_LC05;Herald Report, Excerpt 1
ITEM_NAME_081_LC06;NOT USED
ITEM_NAME_081_LC07;NOT USED
ITEM_NAME_081_LC08;NOT USED
ITEM_NAME_081_LC09;NOT USED
ITEM_NAME_082;Herald Report, Excerpt 2
ITEM_NAME_082_LC01;Herald Report, Excerpt 2
ITEM_NAME_082_LC02;NOT USED
ITEM_NAME_082_LC03;3221225472
ITEM_NAME_082_LC04;3221225472
ITEM_NAME_082_LC05;Herald Report, Excerpt 2
ITEM_NAME_082_LC06;NOT USED
ITEM_NAME_082_LC07;NOT USED
ITEM_NAME_082_LC08;NOT USED
ITEM_NAME_082_LC09;NOT USED
ITEM_NAME_083;Occult Fan, Issue 1
ITEM_NAME_083_LC01;Occult Fan, Issue 1
ITEM_NAME_083_LC02;NOT USED
ITEM_NAME_083_LC03;3221225472
ITEM_NAME_083_LC04;3221225472
ITEM_NAME_083_LC05;Occult Fan, Issue 1
ITEM_NAME_083_LC06;NOT USED
ITEM_NAME_083_LC07;NOT USED
ITEM_NAME_083_LC08;NOT USED
ITEM_NAME_083_LC09;NOT USED
ITEM_NAME_084;Occult Fan, Issue 2
ITEM_NAME_084_LC01;Occult Fan, Issue 2
ITEM_NAME_084_LC02;NOT USED
ITEM_NAME_084_LC03;3221225472
ITEM_NAME_084_LC04;3221225472
ITEM_NAME_084_LC05;Occult Fan, Issue 2
ITEM_NAME_084_LC06;NOT USED
ITEM_NAME_084_LC07;NOT USED
ITEM_NAME_084_LC08;NOT USED
ITEM_NAME_084_LC09;NOT USED
ITEM_NAME_085;Occult Fan, Issue 3
ITEM_NAME_085_LC01;Occult Fan, Issue 3
ITEM_NAME_085_LC02;NOT USED
ITEM_NAME_085_LC03;3221225472
ITEM_NAME_085_LC04;3221225472
ITEM_NAME_085_LC05;Occult Fan, Issue 3
ITEM_NAME_085_LC06;NOT USED
ITEM_NAME_085_LC07;NOT USED
ITEM_NAME_085_LC08;NOT USED
ITEM_NAME_085_LC09;NOT USED
ITEM_NAME_086;Occult Fan, Issue 4
ITEM_NAME_086_LC01;Occult Fan, Issue 4
ITEM_NAME_086_LC02;NOT USED
ITEM_NAME_086_LC03;3221225472
ITEM_NAME_086_LC04;3221225472
ITEM_NAME_086_LC05;Occult Fan, Issue 4
ITEM_NAME_086_LC06;NOT USED
ITEM_NAME_086_LC07;NOT USED
ITEM_NAME_086_LC08;NOT USED
ITEM_NAME_086_LC09;NOT USED
ITEM_NAME_087;Occult Fan, Issue 5
ITEM_NAME_087_LC01;Occult Fan, Issue 5
ITEM_NAME_087_LC02;NOT USED
ITEM_NAME_087_LC03;3221225472
ITEM_NAME_087_LC04;3221225472
ITEM_NAME_087_LC05;Occult Fan, Issue 5
ITEM_NAME_087_LC06;NOT USED
ITEM_NAME_087_LC07;NOT USED
ITEM_NAME_087_LC08;NOT USED
ITEM_NAME_087_LC09;NOT USED
ITEM_NAME_088;The Grymoirian, Issue 1
ITEM_NAME_088_LC01;The Grymoirian, Issue 1
ITEM_NAME_088_LC02;NOT USED
ITEM_NAME_088_LC03;3221225472
ITEM_NAME_088_LC04;3221225472
ITEM_NAME_088_LC05;The Grymoirian, Issue 1
ITEM_NAME_088_LC06;NOT USED
ITEM_NAME_088_LC07;NOT USED
ITEM_NAME_088_LC08;NOT USED
ITEM_NAME_088_LC09;NOT USED
ITEM_NAME_089;The Grymoirian, Issue 2
ITEM_NAME_089_LC01;The Grymoirian, Issue 2
ITEM_NAME_089_LC02;NOT USED
ITEM_NAME_089_LC03;3221225472
ITEM_NAME_089_LC04;3221225472
ITEM_NAME_089_LC05;The Grymoirian, Issue 2
ITEM_NAME_089_LC06;NOT USED
ITEM_NAME_089_LC07;NOT USED
ITEM_NAME_089_LC08;NOT USED
ITEM_NAME_089_LC09;NOT USED
ITEM_NAME_090;The Grymoirian, Issue 3
ITEM_NAME_090_LC01;The Grymoirian, Issue 3
ITEM_NAME_090_LC02;NOT USED
ITEM_NAME_090_LC03;3221225472
ITEM_NAME_090_LC04;3221225472
ITEM_NAME_090_LC05;The Grymoirian, Issue 3
ITEM_NAME_090_LC06;NOT USED
ITEM_NAME_090_LC07;NOT USED
ITEM_NAME_090_LC08;NOT USED
ITEM_NAME_090_LC09;NOT USED
ITEM_NAME_091;The Grymoirian, Issue 4
ITEM_NAME_091_LC01;The Grymoirian, Issue 4
ITEM_NAME_091_LC02;NOT USED
ITEM_NAME_091_LC03;3221225472
ITEM_NAME_091_LC04;3221225472
ITEM_NAME_091_LC05;The Grymoirian, Issue 4
ITEM_NAME_091_LC06;NOT USED
ITEM_NAME_091_LC07;NOT USED
ITEM_NAME_091_LC08;NOT USED
ITEM_NAME_091_LC09;NOT USED
ITEM_NAME_092;The Grymoirian, Issue 5
ITEM_NAME_092_LC01;The Grymoirian, Issue 5
ITEM_NAME_092_LC02;NOT USED
ITEM_NAME_092_LC03;3221225472
ITEM_NAME_092_LC04;3221225472
ITEM_NAME_092_LC05;The Grymoirian, Issue 5
ITEM_NAME_092_LC06;NOT USED
ITEM_NAME_092_LC07;NOT USED
ITEM_NAME_092_LC08;NOT USED
ITEM_NAME_092_LC09;NOT USED
ITEM_NAME_093;The Grymoirian, Issue 6
ITEM_NAME_093_LC01;The Grymoirian, Issue 6
ITEM_NAME_093_LC02;NOT USED
ITEM_NAME_093_LC03;3221225472
ITEM_NAME_093_LC04;3221225472
ITEM_NAME_093_LC05;The Grymoirian, Issue 6
ITEM_NAME_093_LC06;NOT USED
ITEM_NAME_093_LC07;NOT USED
ITEM_NAME_093_LC08;NOT USED
ITEM_NAME_093_LC09;NOT USED
ITEM_NAME_094;The Grymoirian, Issue 7
ITEM_NAME_094_LC01;The Grymoirian, Issue 7
ITEM_NAME_094_LC02;NOT USED
ITEM_NAME_094_LC03;3221225472
ITEM_NAME_094_LC04;3221225472
ITEM_NAME_094_LC05;The Grymoirian, Issue 7
ITEM_NAME_094_LC06;NOT USED
ITEM_NAME_094_LC07;NOT USED
ITEM_NAME_094_LC08;NOT USED
ITEM_NAME_094_LC09;NOT USED
ITEM_NAME_095;The Grymoirian, Issue 8
ITEM_NAME_095_LC01;The Grymoirian, Issue 8
ITEM_NAME_095_LC02;NOT USED
ITEM_NAME_095_LC03;3221225472
ITEM_NAME_095_LC04;3221225472
ITEM_NAME_095_LC05;The Grymoirian, Issue 8
ITEM_NAME_095_LC06;NOT USED
ITEM_NAME_095_LC07;NOT USED
ITEM_NAME_095_LC08;NOT USED
ITEM_NAME_095_LC09;NOT USED
ITEM_NAME_096;The Grymoirian, Issue 9
ITEM_NAME_096_LC01;The Grymoirian, Issue 9
ITEM_NAME_096_LC02;NOT USED
ITEM_NAME_096_LC03;3221225472
ITEM_NAME_096_LC04;3221225472
ITEM_NAME_096_LC05;The Grymoirian, Issue 9
ITEM_NAME_096_LC06;NOT USED
ITEM_NAME_096_LC07;NOT USED
ITEM_NAME_096_LC08;NOT USED
ITEM_NAME_096_LC09;NOT USED
ITEM_NAME_097;The Grymoirian, Issue 10
ITEM_NAME_097_LC01;The Grymoirian, Issue 10
ITEM_NAME_097_LC02;NOT USED
ITEM_NAME_097_LC03;3221225472
ITEM_NAME_097_LC04;3221225472
ITEM_NAME_097_LC05;The Grymoirian, Issue 10
ITEM_NAME_097_LC06;NOT USED
ITEM_NAME_097_LC07;NOT USED
ITEM_NAME_097_LC08;NOT USED
ITEM_NAME_097_LC09;NOT USED
ITEM_NAME_098;The Grymoirian, Issue 11
ITEM_NAME_098_LC01;The Grymoirian, Issue 11
ITEM_NAME_098_LC02;NOT USED
ITEM_NAME_098_LC03;3221225472
ITEM_NAME_098_LC04;3221225472
ITEM_NAME_098_LC05;The Grymoirian, Issue 11
ITEM_NAME_098_LC06;NOT USED
ITEM_NAME_098_LC07;NOT USED
ITEM_NAME_098_LC08;NOT USED
ITEM_NAME_098_LC09;NOT USED
ITEM_NAME_099;The Grymoirian, Issue 12
ITEM_NAME_099_LC01;The Grymoirian, Issue 12
ITEM_NAME_099_LC02;NOT USED
ITEM_NAME_099_LC03;3221225472
ITEM_NAME_099_LC04;3221225472
ITEM_NAME_099_LC05;The Grymoirian, Issue 12
ITEM_NAME_099_LC06;NOT USED
ITEM_NAME_099_LC07;NOT USED
ITEM_NAME_099_LC08;NOT USED
ITEM_NAME_099_LC09;NOT USED
ITEM_NAME_100;The Grymoirian, Issue 13
ITEM_NAME_100_LC01;The Grymoirian, Issue 13
ITEM_NAME_100_LC02;NOT USED
ITEM_NAME_100_LC03;3221225472
ITEM_NAME_100_LC04;3221225472
ITEM_NAME_100_LC05;The Grymoirian, Issue 13
ITEM_NAME_100_LC06;NOT USED
ITEM_NAME_100_LC07;NOT USED
ITEM_NAME_100_LC08;NOT USED
ITEM_NAME_100_LC09;NOT USED
ITEM_NAME_101;The Grymoirian, Issue 14
ITEM_NAME_101_LC01;The Grymoirian, Issue 14
ITEM_NAME_101_LC02;NOT USED
ITEM_NAME_101_LC03;3221225472
ITEM_NAME_101_LC04;3221225472
ITEM_NAME_101_LC05;The Grymoirian, Issue 14
ITEM_NAME_101_LC06;NOT USED
ITEM_NAME_101_LC07;NOT USED
ITEM_NAME_101_LC08;NOT USED
ITEM_NAME_101_LC09;NOT USED
ITEM_NAME_102;The Grymoirian, Issue 15
ITEM_NAME_102_LC01;The Grymoirian, Issue 15
ITEM_NAME_102_LC02;NOT USED
ITEM_NAME_102_LC03;3221225472
ITEM_NAME_102_LC04;3221225472
ITEM_NAME_102_LC05;The Grymoirian, Issue 15
ITEM_NAME_102_LC06;NOT USED
ITEM_NAME_102_LC07;NOT USED
ITEM_NAME_102_LC08;NOT USED
ITEM_NAME_102_LC09;NOT USED
ITEM_NAME_103;The Grymoirian, Issue 16
ITEM_NAME_103_LC01;The Grymoirian, Issue 16
ITEM_NAME_103_LC02;NOT USED
ITEM_NAME_103_LC03;3221225472
ITEM_NAME_103_LC04;3221225472
ITEM_NAME_103_LC05;The Grymoirian, Issue 16
ITEM_NAME_103_LC06;NOT USED
ITEM_NAME_103_LC07;NOT USED
ITEM_NAME_103_LC08;NOT USED
ITEM_NAME_103_LC09;NOT USED
ITEM_NAME_104;The Grymoirian, Issue 17
ITEM_NAME_104_LC01;The Grymoirian, Issue 17
ITEM_NAME_104_LC02;NOT USED
ITEM_NAME_104_LC03;3221225472
ITEM_NAME_104_LC04;3221225472
ITEM_NAME_104_LC05;The Grymoirian, Issue 17
ITEM_NAME_104_LC06;NOT USED
ITEM_NAME_104_LC07;NOT USED
ITEM_NAME_104_LC08;NOT USED
ITEM_NAME_104_LC09;NOT USED
ITEM_NAME_105;The Grymoirian, Issue 18
ITEM_NAME_105_LC01;The Grymoirian, Issue 18
ITEM_NAME_105_LC02;NOT USED
ITEM_NAME_105_LC03;3221225472
ITEM_NAME_105_LC04;3221225472
ITEM_NAME_105_LC05;The Grymoirian, Issue 18
ITEM_NAME_105_LC06;NOT USED
ITEM_NAME_105_LC07;NOT USED
ITEM_NAME_105_LC08;NOT USED
ITEM_NAME_105_LC09;NOT USED
ITEM_NAME_106;The Grymoirian, Issue 19
ITEM_NAME_106_LC01;The Grymoirian, Issue 19
ITEM_NAME_106_LC02;NOT USED
ITEM_NAME_106_LC03;3221225472
ITEM_NAME_106_LC04;3221225472
ITEM_NAME_106_LC05;The Grymoirian, Issue 19
ITEM_NAME_106_LC06;NOT USED
ITEM_NAME_106_LC07;NOT USED
ITEM_NAME_106_LC08;NOT USED
ITEM_NAME_106_LC09;NOT USED
ITEM_NAME_107;The Grymoirian, Issue 20
ITEM_NAME_107_LC01;The Grymoirian, Issue 20
ITEM_NAME_107_LC02;NOT USED
ITEM_NAME_107_LC03;3221225472
ITEM_NAME_107_LC04;3221225472
ITEM_NAME_107_LC05;The Grymoirian, Issue 20
ITEM_NAME_107_LC06;NOT USED
ITEM_NAME_107_LC07;NOT USED
ITEM_NAME_107_LC08;NOT USED
ITEM_NAME_107_LC09;NOT USED
ITEM_NAME_108;The Grymoirian, Issue 21
ITEM_NAME_108_LC01;The Grymoirian, Issue 21
ITEM_NAME_108_LC02;NOT USED
ITEM_NAME_108_LC03;3221225472
ITEM_NAME_108_LC04;3221225472
ITEM_NAME_108_LC05;The Grymoirian, Issue 21
ITEM_NAME_108_LC06;NOT USED
ITEM_NAME_108_LC07;NOT USED
ITEM_NAME_108_LC08;NOT USED
ITEM_NAME_108_LC09;NOT USED
ITEM_NAME_109;The Grymoirian, Issue 22
ITEM_NAME_109_LC01;The Grymoirian, Issue 22
ITEM_NAME_109_LC02;NOT USED
ITEM_NAME_109_LC03;3221225472
ITEM_NAME_109_LC04;3221225472
ITEM_NAME_109_LC05;The Grymoirian, Issue 22
ITEM_NAME_109_LC06;NOT USED
ITEM_NAME_109_LC07;NOT USED
ITEM_NAME_109_LC08;NOT USED
ITEM_NAME_109_LC09;NOT USED
ITEM_NAME_110;The Grymoirian, Bonus Issue 1
ITEM_NAME_110_LC01;The Grymoirian, Bonus Issue 1
ITEM_NAME_110_LC02;NOT USED
ITEM_NAME_110_LC03;3221225472
ITEM_NAME_110_LC04;3221225472
ITEM_NAME_110_LC05;The Grymoirian, Bonus Issue 1
ITEM_NAME_110_LC06;NOT USED
ITEM_NAME_110_LC07;NOT USED
ITEM_NAME_110_LC08;NOT USED
ITEM_NAME_110_LC09;NOT USED
ITEM_NAME_111;The Grymoirian, Bonus Issue 2
ITEM_NAME_111_LC01;The Grymoirian, Bonus Issue 2
ITEM_NAME_111_LC02;NOT USED
ITEM_NAME_111_LC03;3221225472
ITEM_NAME_111_LC04;3221225472
ITEM_NAME_111_LC05;The Grymoirian, Bonus Issue 2
ITEM_NAME_111_LC06;NOT USED
ITEM_NAME_111_LC07;NOT USED
ITEM_NAME_111_LC08;NOT USED
ITEM_NAME_111_LC09;NOT USED
ITEM_NAME_112;The Grymoirian, Bonus Issue 3
ITEM_NAME_112_LC01;The Grymoirian, Bonus Issue 3
ITEM_NAME_112_LC02;NOT USED
ITEM_NAME_112_LC03;3221225472
ITEM_NAME_112_LC04;3221225472
ITEM_NAME_112_LC05;The Grymoirian, Bonus Issue 3
ITEM_NAME_112_LC06;NOT USED
ITEM_NAME_112_LC07;NOT USED
ITEM_NAME_112_LC08;NOT USED
ITEM_NAME_112_LC09;NOT USED
ITEM_NAME_113;The Grymoirian, Bonus Issue 4
ITEM_NAME_113_LC01;The Grymoirian, Bonus Issue 4
ITEM_NAME_113_LC02;NOT USED
ITEM_NAME_113_LC03;3221225472
ITEM_NAME_113_LC04;3221225472
ITEM_NAME_113_LC05;The Grymoirian, Bonus Issue 4
ITEM_NAME_113_LC06;NOT USED
ITEM_NAME_113_LC07;NOT USED
ITEM_NAME_113_LC08;NOT USED
ITEM_NAME_113_LC09;NOT USED
ITEM_NAME_114;The Grymoirian, Bonus Issue 5
ITEM_NAME_114_LC01;The Grymoirian, Bonus Issue 5
ITEM_NAME_114_LC02;NOT USED
ITEM_NAME_114_LC03;3221225472
ITEM_NAME_114_LC04;3221225472
ITEM_NAME_114_LC05;The Grymoirian, Bonus Issue 5
ITEM_NAME_114_LC06;NOT USED
ITEM_NAME_114_LC07;NOT USED
ITEM_NAME_114_LC08;NOT USED
ITEM_NAME_114_LC09;NOT USED
ITEM_NAME_115;The Grymoirian, Bonus Issue 6
ITEM_NAME_115_LC01;The Grymoirian, Bonus Issue 6
ITEM_NAME_115_LC02;NOT USED
ITEM_NAME_115_LC03;3221225472
ITEM_NAME_115_LC04;3221225472
ITEM_NAME_115_LC05;The Grymoirian, Bonus Issue 6
ITEM_NAME_115_LC06;NOT USED
ITEM_NAME_115_LC07;NOT USED
ITEM_NAME_115_LC08;NOT USED
ITEM_NAME_115_LC09;NOT USED
ITEM_NAME_116;The Grymoirian, Bonus Issue 7
ITEM_NAME_116_LC01;The Grymoirian, Bonus Issue 7
ITEM_NAME_116_LC02;NOT USED
ITEM_NAME_116_LC03;3221225472
ITEM_NAME_116_LC04;3221225472
ITEM_NAME_116_LC05;The Grymoirian, Bonus Issue 7
ITEM_NAME_116_LC06;NOT USED
ITEM_NAME_116_LC07;NOT USED
ITEM_NAME_116_LC08;NOT USED
ITEM_NAME_116_LC09;NOT USED
ITEM_NAME_117;The Grymoirian, Bonus Issue 8
ITEM_NAME_117_LC01;The Grymoirian, Bonus Issue 8
ITEM_NAME_117_LC02;NOT USED
ITEM_NAME_117_LC03;3221225472
ITEM_NAME_117_LC04;3221225472
ITEM_NAME_117_LC05;The Grymoirian, Bonus Issue 8
ITEM_NAME_117_LC06;NOT USED
ITEM_NAME_117_LC07;NOT USED
ITEM_NAME_117_LC08;NOT USED
ITEM_NAME_117_LC09;NOT USED
ITEM_NAME_118;Kyubi’s Souls
ITEM_NAME_118_LC01;kyubi’s souls
ITEM_NAME_118_LC02;NOT USED
ITEM_NAME_118_LC03;the<SPACE>
ITEM_NAME_118_LC04;the<SPACE>
ITEM_NAME_118_LC05;kyubi’s souls
ITEM_NAME_118_LC06;NOT USED
ITEM_NAME_118_LC07;NOT USED
ITEM_NAME_118_LC08;NOT USED
ITEM_NAME_118_LC09;NOT USED
ITEM_NAME_119;Arma Gem
ITEM_NAME_119_LC01;arma gem
ITEM_NAME_119_LC02;NOT USED
ITEM_NAME_119_LC03;the<SPACE>
ITEM_NAME_119_LC04;an<SPACE>
ITEM_NAME_119_LC05;arma gems
ITEM_NAME_119_LC06;NOT USED
ITEM_NAME_119_LC07;NOT USED
ITEM_NAME_119_LC08;NOT USED
ITEM_NAME_119_LC09;NOT USED
ITEM_NAME_120;Seraphone
ITEM_NAME_120_LC01;Seraphone
ITEM_NAME_120_LC02;NOT USED
ITEM_NAME_120_LC03;the<SPACE>
ITEM_NAME_120_LC04;a<SPACE>
ITEM_NAME_120_LC05;Seraphones
ITEM_NAME_120_LC06;NOT USED
ITEM_NAME_120_LC07;NOT USED
ITEM_NAME_120_LC08;NOT USED
ITEM_NAME_120_LC09;NOT USED
ITEM_NAME_121;Rename Prism
ITEM_NAME_121_LC01;rename prism
ITEM_NAME_121_LC02;NOT USED
ITEM_NAME_121_LC03;the<SPACE>
ITEM_NAME_121_LC04;a<SPACE>
ITEM_NAME_121_LC05;rename prism
ITEM_NAME_121_LC06;NOT USED
ITEM_NAME_121_LC07;NOT USED
ITEM_NAME_121_LC08;NOT USED
ITEM_NAME_121_LC09;NOT USED
ITEM_NAME_122;Rat Tail
ITEM_NAME_122_LC01;rat tail
ITEM_NAME_122_LC02;NOT USED
ITEM_NAME_122_LC03;the<SPACE>
ITEM_NAME_122_LC04;a<SPACE>
ITEM_NAME_122_LC05;rat tails
ITEM_NAME_122_LC06;NOT USED
ITEM_NAME_122_LC07;NOT USED
ITEM_NAME_122_LC08;NOT USED
ITEM_NAME_122_LC09;NOT USED
ITEM_NAME_123;Doga’s Artifact
ITEM_NAME_123_LC01;Doga’s artifact
ITEM_NAME_123_LC02;NOT USED
ITEM_NAME_123_LC03;3221225472
ITEM_NAME_123_LC04;a<SPACE>
ITEM_NAME_123_LC05;Doga’s artifacts
ITEM_NAME_123_LC06;NOT USED
ITEM_NAME_123_LC07;NOT USED
ITEM_NAME_123_LC08;NOT USED
ITEM_NAME_123_LC09;NOT USED
ITEM_NAME_124;Griffin’s Heart
ITEM_NAME_124_LC01;griffin’s heart
ITEM_NAME_124_LC02;NOT USED
ITEM_NAME_124_LC03;the<SPACE>
ITEM_NAME_124_LC04;a<SPACE>
ITEM_NAME_124_LC05;griffins’ hearts
ITEM_NAME_124_LC06;NOT USED
ITEM_NAME_124_LC07;NOT USED
ITEM_NAME_124_LC08;NOT USED
ITEM_NAME_124_LC09;NOT USED
ITEM_NAME_125;Unei’s Mirror
ITEM_NAME_125_LC01;Unei’s mirror
ITEM_NAME_125_LC02;NOT USED
ITEM_NAME_125_LC03;3221225472
ITEM_NAME_125_LC04;an<SPACE>
ITEM_NAME_125_LC05;Unei’s mirrors
ITEM_NAME_125_LC06;NOT USED
ITEM_NAME_125_LC07;NOT USED
ITEM_NAME_125_LC08;NOT USED
ITEM_NAME_125_LC09;NOT USED
ITEM_NAME_126;Ifrit Memento
ITEM_NAME_126_LC01;ifrit memento
ITEM_NAME_126_LC02;NOT USED
ITEM_NAME_126_LC03;the<SPACE>
ITEM_NAME_126_LC04;an<SPACE>
ITEM_NAME_126_LC05;ifrit mementos
ITEM_NAME_126_LC06;NOT USED
ITEM_NAME_126_LC07;NOT USED
ITEM_NAME_126_LC08;NOT USED
ITEM_NAME_126_LC09;NOT USED
ITEM_NAME_127;Shiva Memento
ITEM_NAME_127_LC01;shiva memento
